right_id,object_id,party_id,right_type,document_path,classification
LV-RIGHT-B37-SHOWCASE-F0,B37-SHOWCASE-F0,LV-PARTY-B37-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B37-SHOWCASE-F1,B37-SHOWCASE-F1,LV-PARTY-B37-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B37-SHOWCASE-F2,B37-SHOWCASE-F2,LV-PARTY-B37-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B38-SHOWCASE-F0,B38-SHOWCASE-F0,LV-PARTY-B38-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B38-SHOWCASE-F1,B38-SHOWCASE-F1,LV-PARTY-B38-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B38-SHOWCASE-F2,B38-SHOWCASE-F2,LV-PARTY-B38-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B38-SHOWCASE-F3,B38-SHOWCASE-F3,LV-PARTY-B38-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B39-SHOWCASE-F0,B39-SHOWCASE-F0,LV-PARTY-B39-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B39-SHOWCASE-F1,B39-SHOWCASE-F1,LV-PARTY-B39-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B39-SHOWCASE-F2,B39-SHOWCASE-F2,LV-PARTY-B39-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B40-SHOWCASE-F0,B40-SHOWCASE-F0,LV-PARTY-B40-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B40-SHOWCASE-F1,B40-SHOWCASE-F1,LV-PARTY-B40-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B40-SHOWCASE-F2,B40-SHOWCASE-F2,LV-PARTY-B40-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B40-SHOWCASE-F3,B40-SHOWCASE-F3,LV-PARTY-B40-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B41-SHOWCASE-F0,B41-SHOWCASE-F0,LV-PARTY-B41-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B41-SHOWCASE-F1,B41-SHOWCASE-F1,LV-PARTY-B41-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B41-SHOWCASE-F2,B41-SHOWCASE-F2,LV-PARTY-B41-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B42-SHOWCASE-F0,B42-SHOWCASE-F0,LV-PARTY-B42-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B42-SHOWCASE-F1,B42-SHOWCASE-F1,LV-PARTY-B42-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B42-SHOWCASE-F2,B42-SHOWCASE-F2,LV-PARTY-B42-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B42-SHOWCASE-F3,B42-SHOWCASE-F3,LV-PARTY-B42-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B43-SHOWCASE-F0,B43-SHOWCASE-F0,LV-PARTY-B43-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B43-SHOWCASE-F1,B43-SHOWCASE-F1,LV-PARTY-B43-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B43-SHOWCASE-F2,B43-SHOWCASE-F2,LV-PARTY-B43-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B44-SHOWCASE-F0,B44-SHOWCASE-F0,LV-PARTY-B44-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B44-SHOWCASE-F1,B44-SHOWCASE-F1,LV-PARTY-B44-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B44-SHOWCASE-F2,B44-SHOWCASE-F2,LV-PARTY-B44-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B44-SHOWCASE-F3,B44-SHOWCASE-F3,LV-PARTY-B44-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B45-SHOWCASE-F0,B45-SHOWCASE-F0,LV-PARTY-B45-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B45-SHOWCASE-F1,B45-SHOWCASE-F1,LV-PARTY-B45-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B45-SHOWCASE-F2,B45-SHOWCASE-F2,LV-PARTY-B45-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B46-SHOWCASE-F0,B46-SHOWCASE-F0,LV-PARTY-B46-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B46-SHOWCASE-F1,B46-SHOWCASE-F1,LV-PARTY-B46-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B46-SHOWCASE-F2,B46-SHOWCASE-F2,LV-PARTY-B46-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B46-SHOWCASE-F3,B46-SHOWCASE-F3,LV-PARTY-B46-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B47-SHOWCASE-F0,B47-SHOWCASE-F0,LV-PARTY-B47-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B47-SHOWCASE-F1,B47-SHOWCASE-F1,LV-PARTY-B47-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B47-SHOWCASE-F2,B47-SHOWCASE-F2,LV-PARTY-B47-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B48-SHOWCASE-F0,B48-SHOWCASE-F0,LV-PARTY-B48-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B48-SHOWCASE-F1,B48-SHOWCASE-F1,LV-PARTY-B48-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B48-SHOWCASE-F2,B48-SHOWCASE-F2,LV-PARTY-B48-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B49-SHOWCASE-F0,B49-SHOWCASE-F0,LV-PARTY-B49-SHOWCASE-F0,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B49-SHOWCASE-F1,B49-SHOWCASE-F1,LV-PARTY-B49-SHOWCASE-F1,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B49-SHOWCASE-F2,B49-SHOWCASE-F2,LV-PARTY-B49-SHOWCASE-F2,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-B49-SHOWCASE-F3,B49-SHOWCASE-F3,LV-PARTY-B49-SHOWCASE-F3,lease,records/fictional-property-schedule.pdf,synthetic
LV-RIGHT-UTILITY,UT01,LV-PARTY-UTILITY,utility_easement,records/fictional-property-schedule.pdf,synthetic
